	sniff_time	dest_ip	dest_port
482	2018-03-18 13:22:11.961228	54	TCP
483	2018-03-18 13:22:11.961624	1502	TCP
484	2018-03-18 13:22:11.961633	54	TCP
485	2018-03-18 13:22:11.961973	1502	TCP
486	2018-03-18 13:22:11.961982	54	TCP
487	2018-03-18 13:22:11.962294	1502	TCP
488	2018-03-18 13:22:11.962303	54	TCP
489	2018-03-18 13:22:11.962607	1502	TCP
490	2018-03-18 13:22:11.962617	54	TCP
491	2018-03-18 13:22:11.963683	1502	TCP
492	2018-03-18 13:22:11.963690	54	TCP
493	2018-03-18 13:22:11.963994	1502	TCP
494	2018-03-18 13:22:11.964003	54	TCP
495	2018-03-18 13:22:11.964291	1502	TCP
496	2018-03-18 13:22:11.964299	54	TCP
497	2018-03-18 13:22:11.964608	1502	TCP
498	2018-03-18 13:22:11.964619	54	TCP
499	2018-03-18 13:22:11.965843	1502	TCP
500	2018-03-18 13:22:11.965855	54	TCP
501	2018-03-18 13:22:11.966074	1502	TCP
502	2018-03-18 13:22:11.966082	54	TCP
503	2018-03-18 13:22:11.966986	1502	TCP
504	2018-03-18 13:22:11.966994	54	TCP
505	2018-03-18 13:22:11.967284	1135	HTTP
506	2018-03-18 13:22:11.967975	54	TCP
507	2018-03-18 13:22:11.972941	1502	TCP
508	2018-03-18 13:22:11.973080	54	TCP
509	2018-03-18 13:22:11.973187	1502	TCP
510	2018-03-18 13:22:11.973254	54	TCP
511	2018-03-18 13:22:11.973815	90	SSH
512	2018-03-18 13:22:11.973918	60	TCP
513	2018-03-18 13:22:11.973992	1502	TCP
514	2018-03-18 13:22:11.973999	54	TCP
515	2018-03-18 13:22:11.974261	1502	TCP
516	2018-03-18 13:22:11.974271	54	TCP
517	2018-03-18 13:22:11.974475	90	SSH
518	2018-03-18 13:22:11.974612	60	TCP
519	2018-03-18 13:22:11.977121	1502	TCP
520	2018-03-18 13:22:11.977133	54	TCP
521	2018-03-18 13:22:11.977464	1502	TCP
522	2018-03-18 13:22:11.977474	54	TCP
523	2018-03-18 13:22:11.981057	1502	TCP
524	2018-03-18 13:22:11.981075	54	TCP
525	2018-03-18 13:22:11.981280	1502	TCP
526	2018-03-18 13:22:11.981287	54	TCP
527	2018-03-18 13:22:11.982963	1502	TCP
528	2018-03-18 13:22:11.982973	54	TCP
529	2018-03-18 13:22:11.983217	1502	TCP
